test-accuracy,test-loss,train-accuracy,train-loss
0.7675999999046326,4.086678196716308,0.7838166952133179,4.076248340415955
0.7847999930381775,3.8683596492767336,0.7994833588600159,3.8968074689865113
0.7831000089645386,4.710624770736694,0.7941666841506958,4.712959956296285
0.7901999950408936,3.489371549987793,0.8051999807357788,3.500352358500163
0.7789999842643738,3.5869383087158204,0.7971000075340271,3.591353877321879
0.7809000015258789,3.71633727645874,0.7944833040237427,3.712593736775716
0.7843000292778015,4.531278645324707,0.7988499999046326,4.5219777500152585
0.7785000205039978,2.7004406909942626,0.7944166660308838,2.6112826904296873
0.7831000089645386,4.801626166915893,0.7941499948501587,4.803180769411723
0.7789999842643738,3.6867539501190185,0.7971000075340271,3.708306626955668
0.7789999842643738,3.9625470863342285,0.7971000075340271,3.9488935064315798
0.7832000255584717,2.796629304122925,0.7945500016212463,2.8277801788330077
0.7843999862670898,3.5857137130737304,0.7961999773979187,3.5762190203348796
0.7901999950408936,3.974008892440796,0.8051999807357788,3.973223466428121
0.7732999920845032,3.3646180782318114,0.7903833389282227,3.3736425563176473
0.7814000248908997,3.501634548950195,0.7954999804496765,3.528439173698425
0.8755999803543091,2.4331795471191406,0.892383337020874,2.481205898030599
0.7814000248908997,3.849417111968994,0.7954666614532471,3.8638239088694255
0.7843999862670898,3.6918152278900145,0.7961666584014893,3.6706355916341145
0.8704000115394592,2.3071549060821535,0.892216682434082,2.2547127087275185
0.7775999903678894,2.7943885509490967,0.7940166592597961,2.7832766998926797
0.7792999744415283,3.7742057498931887,0.7929999828338623,3.7958786169052123
0.7843000292778015,4.531278645324707,0.7988499999046326,4.5219777500152585
0.7833999991416931,4.169222308349609,0.7976333498954773,4.150728039042155
0.7847999930381775,4.249913094329834,0.7994833588600159,4.2288641896565755
0.7847999930381775,3.839898818588257,0.7994833588600159,3.8782818683624267
0.8755999803543091,2.4449666217803956,0.892383337020874,2.4901976778666177
0.7843999862670898,3.607184559249878,0.7961666584014893,3.611349480946859
0.7732999920845032,3.2402985183715822,0.7904333472251892,3.272248746172587
0.7843999862670898,3.7181270847320556,0.7961666584014893,3.716933180872599
0.7820000052452087,3.667568120956421,0.7961166501045227,3.659725044631958
0.7825000286102295,2.9294348049163816,0.7966499924659729,2.8733064484914146
0.7641000151634216,3.4807766189575196,0.7827833294868469,3.4328725978215537
0.7901999950408936,3.6549038665771483,0.8051999807357788,3.6893627197265624
0.7820000052452087,3.0398527309417727,0.7961500287055969,3.049577976799011
0.7832000255584717,2.796629304122925,0.7945500016212463,2.8277801788330077
0.8755999803543091,2.417918076324463,0.892383337020874,2.4712123605092366
0.8845000267028809,2.7565580656051636,0.9020666480064392,2.7573083521525064
0.7831000089645386,4.771233023071289,0.7941499948501587,4.769971769714355
0.7775999903678894,4.204981311035156,0.793749988079071,4.148773335329691
0.8748999834060669,2.45859038734436,0.8944833278656006,2.49002207253774
0.7799000144004822,3.700786761856079,0.7972166538238525,3.647867310841878
0.7843000292778015,4.361826824951172,0.7988499999046326,4.361134302075704
0.7764999866485596,3.426754298400879,0.7955499887466431,3.3635342500050864
0.7886000275611877,4.349722624969482,0.8004999756813049,4.369972123336792
0.7789999842643738,3.9153518280029296,0.7971000075340271,3.904653906758626
0.7946000099182129,4.135577885437011,0.8070166707038879,4.163704493141174
0.7767000198364258,3.031334788131714,0.7958499789237976,2.98886201356252
0.7889000177383423,3.6317529151916506,0.8041499853134155,3.636715906016032
0.7764000296592712,3.690784603881836,0.7955166697502136,3.6503608397801717
0.7886000275611877,4.3254955329895015,0.8005499839782715,4.336160442988078
0.7831000089645386,4.801626166915893,0.7941499948501587,4.805042508506775
0.7903000116348267,3.4453017543792726,0.8052166700363159,3.4616730761210124
0.7764000296592712,3.5469850490570067,0.7954833507537842,3.539889764149984
0.7789999842643738,3.9625470863342285,0.7971000075340271,3.9502233654658
0.7775999903678894,2.873543504714966,0.7939833402633667,2.8888006006240845
0.7675999999046326,4.07551752166748,0.7838166952133179,4.065607469240824
0.7847999930381775,4.106884465026855,0.7994833588600159,4.11525067392985
0.7775999903678894,2.9923435760498047,0.793833315372467,3.0266958353678386
0.7893000245094299,3.7781516105651853,0.8029166460037231,3.8515835580190023
0.7843000292778015,4.522368981170654,0.7988499999046326,4.514871598116557
0.7732999920845032,3.3437070446014405,0.7904166579246521,3.360666332435608
0.7767000198364258,3.19656717376709,0.7958499789237976,3.143376806640625
0.7591999769210815,3.0053056705474854,0.7805166840553284,2.9464409269968668
0.7807999849319458,3.670450157928467,0.7914000153541565,3.644520880953471
0.7858999967575073,3.590123735809326,0.7978333234786987,3.5584941268285117
0.7918000221252441,3.186671886062622,0.804099977016449,3.173624163309733
0.7648000121116638,4.023453231811524,0.7807499766349792,4.01911855430603
0.7767000198364258,2.814187084197998,0.7958833575248718,2.7785485153198244
0.7777000069618225,3.746012324523926,0.7937333583831787,3.752237103398641
0.7814000248908997,3.965695346069336,0.7954666614532471,4.02066449432373
0.7896000146865845,3.442788162612915,0.8033333420753479,3.5220685677846273
0.78329998254776,2.7238246307373046,0.7945500016212463,2.747682680638631
0.7773000001907349,4.6685831844329835,0.791616678237915,4.664479486846924
0.7648000121116638,4.22210325012207,0.7807499766349792,4.234788454182943
0.7833999991416931,3.8242977489471435,0.7976333498954773,3.8606446959177654
0.8736000061035156,2.62081502494812,0.8928499817848206,2.601515515200297
0.7809000015258789,3.1067287967681887,0.7944833040237427,3.1516824778238934
0.7626000046730042,3.0556671226501466,0.781166672706604,3.079345161310832
0.779699981212616,3.6526696678161623,0.7961666584014893,3.673463876024882
0.7831000089645386,4.790470839309692,0.7941499948501587,4.793622736803691
0.7820000052452087,3.0895695720672607,0.7961500287055969,3.1107207900365195
0.78329998254776,2.75771791267395,0.7945833206176758,2.788215965525309
0.7820000052452087,3.7654523693084716,0.7961166501045227,3.7453303340911863
0.7832000255584717,2.9042974254608156,0.7945166826248169,2.9147700028101604
0.7918000221252441,3.2039330558776857,0.8041333556175232,3.1843191832224527
0.7675999999046326,3.913692882156372,0.7838166952133179,3.9137554374694825
0.7820000052452087,3.32093634185791,0.7961166501045227,3.3539508019129434
0.8755999803543091,2.47986495552063,0.892383337020874,2.5419981194178263
0.791700005531311,3.3076064460754395,0.804016649723053,3.284810443878174
0.7843999862670898,3.7291942657470702,0.7962166666984558,3.7942332070032756
0.7803999781608582,3.0611450996398926,0.7947666645050049,2.9986555565516153
0.7810999751091003,3.587145097732544,0.7970499992370605,3.600739729054769
0.7843000292778015,4.4825845794677734,0.7988499999046326,4.487161630694072
0.7843999862670898,3.7070492378234863,0.7962166666984558,3.7039503627141315
0.7843999862670898,3.9353375457763673,0.7961666584014893,4.014455850028992
0.7903000116348267,4.116599508285523,0.8052833080291748,4.1237411266962685
0.779699981212616,3.836635195159912,0.7961666584014893,3.824916453997294
0.7732999920845032,3.7478100635528566,0.7903000116348267,3.75310584786733
